policy_holder_age,policy_age_days,policy_premium_annual,coverage_amount,deductible,prior_claims_count,days_to_report,claim_amount,police_report_filed,witnesses_present,attorney_involved,incident_time,claim_description_length,multiple_claims_same_incident,medical_provider_count,claimant_address_change_recent,phone_change_recent,claim_amount_to_coverage_ratio,claim_to_premium_ratio,claim_to_coverage_ratio,days_policy_active,claim_velocity,high_risk_time,education_level_encoded,attorney_early_involvement,new_policy_large_claim,no_evidence_major_claim,risk_flag_count,suspicious_behavior_score,credibility_score,policy_type_Property,policy_type_Workers_Comp,incident_type_Fire,incident_type_Injury,incident_type_Theft,incident_type_Vandalism,incident_type_Water_Damage,incident_severity_Moderate,incident_severity_Severe,incident_severity_Total_Loss,marital_status_Married,marital_status_Single,marital_status_Widowed,employment_status_Retired,employment_status_Self-Employed,employment_status_Unemployed,reporting_delay_category_Late,reporting_delay_category_Same_Day,reporting_delay_category_Week,age_risk_group_Senior,age_risk_group_Young,repair_shop_type_Independent,repair_shop_type_Unknown,social_media_check_Not_Available,social_media_check_Suspicious,gender_M,is_fraud
1.3947050989226981,1.4658707670223594,-0.4193296453828055,-0.1756577204774714,-0.03847772765849895,2.5314513445582034,-0.897040700438551,-0.9040933648040473,0.9940178924830986,1.7981288715152408,-0.9588460755226073,1.6894697367879152,-1.6488677061139647,-0.2014515483354322,0.04560121697332338,-0.3406925719346234,-0.24585643587786413,-0.40316850231990714,-0.4954620337317566,-0.4031685023199071,1.4658707670223594,-0.024007701624737535,1.7228621442976708,0.27857453478753236,-0.5511632832454589,-0.11020775375559673,-0.3831305140884606,-0.5324207244704087,-0.5324207244704087,1.315345608107429,-0.6112498455021267,3.1605396673686896,2.317202354476699,-0.42008402520840293,-0.47010766958349126,-0.46852128566581813,-0.4509650035383742,-0.5804294924639212,1.6569002239301933,-0.5696519211398116,1.6958682119339528,-0.5942894689765255,-0.5634918425793681,-0.5015620156764883,-0.3202121678115207,-0.3533544857164374,-0.4968730149821545,-0.40848640555582827,-0.9285458485845759,1.3538320389921712,-0.4589703182414243,1.5646967316604727,-0.33333333333333337,-0.5140257806380496,-0.29688260613931894,-1.0471084273847717,0
-0.510629735671152,-0.5008656673206966,-0.3558562568753374,-0.5493570642479375,-0.8999193916547441,-0.7917535711729464,0.5464730703821059,-0.9571396169679642,-1.0060181084889308,-0.7226125371509846,-0.9588460755226073,-0.6378239169879473,-0.14543852752841208,-0.2014515483354322,0.04560121697332338,-0.3406925719346234,4.067414368996944,-0.3743612855257918,-0.5251699255809577,-0.3743612855257917,-0.5008656673206966,-0.3340877420836038,-0.5804294924639212,-1.0671961646691461,-0.5511632832454589,-0.11020775375559673,-0.3831305140884606,0.48950005186434903,0.48950005186434903,-0.9895824434826918,1.6359922335498094,-0.3164016608696928,-0.4315548868954232,2.3804761428476167,-0.47010766958349126,-0.46852128566581813,-0.4509650035383742,-0.5804294924639212,-0.6035366436416939,-0.5696519211398116,-0.5896684618314822,1.6826816765274033,-0.5634918425793681,-0.5015620156764883,-0.3202121678115207,-0.3533544857164374,-0.4968730149821545,-0.40848640555582827,1.0769527444706635,-0.7386440645505972,-0.4589703182414243,-0.6391014819458268,-0.33333333333333337,-0.5140257806380496,-0.29688260613931894,-1.0471084273847717,0
-0.8916967025899221,0.047596529510955846,0.7673308880355487,-0.918318484332358,-0.03847772765849895,0.039047657759841044,-0.48460819448979187,1.0204996505514665,-1.0060181084889308,0.11763459907109053,1.0429202616853412,-0.05600050354398166,1.0003788561508682,-0.2014515483354322,0.6702754220873427,-0.3406925719346234,-0.24585643587786413,0.30724510747791417,-0.23806585896770963,0.30724510747791434,0.047596529510955846,-0.1955810015859032,-0.5804294924639212,0.27857453478753236,1.814344370168528,-0.11020775375559673,-0.3831305140884606,0.48950005186434903,0.48950005186434903,-0.22127309295265146,-0.6112498455021267,-0.3164016608696928,-0.4315548868954232,-0.42008402520840293,-0.47010766958349126,2.1343747458109497,-0.4509650035383742,-0.5804294924639212,1.6569002239301933,-0.5696519211398116,-0.5896684618314822,-0.5942894689765255,1.7746485830611636,-0.5015620156764883,-0.3202121678115207,-0.3533544857164374,-0.4968730149821545,-0.40848640555582827,1.0769527444706635,-0.7386440645505972,-0.4589703182414243,1.5646967316604727,-0.33333333333333337,-0.5140257806380496,-0.29688260613931894,-1.0471084273847717,0
0.687009303216411,1.1520599224434243,-0.6867204142102428,0.5052696525347921,-0.6127721703226624,1.7006501156254161,-0.2783919415154123,-1.4730560786223943,-1.0060181084889308,-0.7226125371509846,1.0429202616853412,0.9621904699829582,-0.9336441163014202,-0.2014515483354322,1.2949496272013619,-0.3406925719346234,-0.24585643587786413,-0.5102044947800761,-0.6802462022710064,-0.5102044947800761,1.1520599224434243,-0.07642479760506125,-0.5804294924639212,-1.0671961646691461,-0.5511632832454589,-0.11020775375559673,2.6100766272276377,0.48950005186434903,0.48950005186434903,-0.9895824434826918,-0.6112498455021267,-0.3164016608696928,-0.4315548868954232,-0.42008402520840293,-0.47010766958349126,-0.46852128566581813,2.217466970061473,-0.5804294924639212,1.6569002239301933,-0.5696519211398116,1.6958682119339528,-0.5942894689765255,-0.5634918425793681,-0.5015620156764883,-0.3202121678115207,-0.3533544857164374,-0.4968730149821545,-0.40848640555582827,1.0769527444706635,1.3538320389921712,-0.4589703182414243,1.5646967316604727,-0.33333333333333337,1.945427715237786,-0.29688260613931894,-1.0471084273847717,0
-0.7283822881961635,1.4564470179359048,-1.3962361650552162,0.40379385589899897,-0.03847772765849895,-0.7917535711729464,0.5464730703821059,0.58701664816616,0.9940178924830986,-0.7226125371509846,-0.9588460755226073,0.9621904699829582,-1.4810091085048982,-0.2014515483354322,0.9826125246443523,-0.3406925719346234,-0.24585643587786413,-0.25440439499311146,1.5483223547315916,-0.25440439499311146,1.4564470179359048,-0.3340877420836038,-0.5804294924639212,0.27857453478753236,-0.5511632832454589,-0.11020775375559673,-0.3831305140884606,-1.5543415008051662,-1.5543415008051662,0.931190932842409,-0.6112498455021267,-0.3164016608696928,-0.4315548868954232,2.3804761428476167,-0.47010766958349126,-0.46852128566581813,-0.4509650035383742,-0.5804294924639212,-0.6035366436416939,-0.5696519211398116,-0.5896684618314822,1.6826816765274033,-0.5634918425793681,1.9937713956493237,-0.3202121678115207,-0.3533544857164374,-0.4968730149821545,-0.40848640555582827,1.0769527444706635,-0.7386440645505972,-0.4589703182414243,1.5646967316604727,-0.33333333333333337,-0.5140257806380496,-0.29688260613931894,0.9550109366396483,0
-0.9461348407211749,0.19366464035100073,-0.08919506722614684,0.026444556103727458,-0.8999193916547441,0.8698488866926286,0.13404056443334678,-0.7567580937414405,-1.0060181084889308,-0.7226125371509846,-0.9588460755226073,-0.7832797703489387,0.16108586810553555,-0.2014515483354322,0.04560121697332338,-0.3406925719346234,-0.24585643587786413,-0.3961266344452269,-0.503839395934197,-0.39612663444522683,0.19366464035100073,-0.07783687692683279,-0.5804294924639212,-1.0671961646691461,-0.5511632832454589,-0.11020775375559673,2.6100766272276377,0.48950005186434903,0.48950005186434903,-0.9895824434826918,-0.6112498455021267,-0.3164016608696928,-0.4315548868954232,-0.42008402520840293,2.1271722728667366,-0.46852128566581813,-0.4509650035383742,-0.5804294924639212,-0.6035366436416939,1.7554579610635008,-0.5896684618314822,-0.5942894689765255,-0.5634918425793681,-0.5015620156764883,-0.3202121678115207,-0.3533544857164374,-0.4968730149821545,-0.40848640555582827,1.0769527444706635,-0.7386440645505972,-0.4589703182414243,1.5646967316604727,-0.33333333333333337,-0.5140257806380496,3.3683347536053594,-1.0471084273847717,0
-1.1094492551149335,-1.0926771099500396,0.5225570737337609,-1.6580803408060047,-0.03847772765849895,0.039047657759841044,0.958905576330865,0.41555366424103846,0.9940178924830986,0.11763459907109053,-0.9588460755226073,-0.34691221026596447,-1.2985541111037389,-0.2014515483354322,0.357938319530333,-0.3406925719346234,-0.24585643587786413,3.672658640892124,-0.31629623859264744,3.672658640892124,-1.0926771099500396,0.042816090878133366,-0.5804294924639212,0.27857453478753236,-0.5511632832454589,-0.11020775375559673,-0.3831305140884606,-1.5543415008051662,-1.5543415008051662,1.6995002833724493,-0.6112498455021267,3.1605396673686896,-0.4315548868954232,-0.42008402520840293,-0.47010766958349126,-0.46852128566581813,-0.4509650035383742,-0.5804294924639212,-0.6035366436416939,1.7554579610635008,1.6958682119339528,-0.5942894689765255,-0.5634918425793681,1.9937713956493237,-0.3202121678115207,-0.3533544857164374,2.0125866566448884,-0.40848640555582827,-0.9285458485845759,-0.7386440645505972,-0.4589703182414243,-0.6391014819458268,-0.33333333333333337,-0.5140257806380496,-0.29688260613931894,0.9550109366396483,0
-1.5449543601649565,-1.2868063411310025,1.4235873588685086,0.21896569811981204,1.6844056003339913,-0.7917535711729464,-0.6908244474641714,-0.4492078660450139,0.9940178924830986,-0.7226125371509846,-0.9588460755226073,-1.5105590371538957,-1.1598883130788578,-0.2014515483354322,1.6072867297583715,-0.3406925719346234,-0.24585643587786413,-0.36817906295562997,-0.5799723315887795,-0.36817906295562997,-1.2868063411310025,-0.3340877420836038,1.7228621442976708,0.27857453478753236,-0.5511632832454589,-0.11020775375559673,-0.3831305140884606,-0.5324207244704087,-0.5324207244704087,-0.22127309295265146,-0.6112498455021267,-0.3164016608696928,-0.4315548868954232,-0.42008402520840293,-0.47010766958349126,2.1343747458109497,-0.4509650035383742,-0.5804294924639212,1.6569002239301933,-0.5696519211398116,-0.5896684618314822,1.6826816765274033,-0.5634918425793681,-0.5015620156764883,-0.3202121678115207,2.8300192594766926,-0.4968730149821545,2.44806188504437,-0.9285458485845759,-0.7386440645505972,2.178790131421934,-0.6391014819458268,-0.33333333333333337,-0.5140257806380496,-0.29688260613931894,-1.0471084273847717,0
1.0136381320039283,-1.3810438319955476,0.13004347583700435,-0.9454615226937477,-0.6127721703226624,0.8698488866926286,0.13404056443334678,1.4066472047525447,-1.0060181084889308,0.9578817352931658,1.0429202616853412,0.38036705653899255,-0.6855053198358436,-0.2014515483354322,-0.5790729881406959,2.935197542821371,-0.24585643587786413,0.4577279475259333,0.0312794637379742,0.4577279475259333,-1.3810438319955476,1.0007404421587196,-0.5804294924639212,0.27857453478753236,-0.5511632832454589,-0.11020775375559673,-0.3831305140884606,1.5114208281991066,1.5114208281991066,-0.6054277682176716,-0.6112498455021267,3.1605396673686896,-0.4315548868954232,-0.42008402520840293,2.1271722728667366,-0.46852128566581813,-0.4509650035383742,-0.5804294924639212,-0.6035366436416939,-0.5696519211398116,-0.5896684618314822,1.6826816765274033,-0.5634918425793681,-0.5015620156764883,-0.3202121678115207,-0.3533544857164374,-0.4968730149821545,-0.40848640555582827,1.0769527444706635,1.3538320389921712,-0.4589703182414243,-0.6391014819458268,-0.33333333333333337,1.945427715237786,-0.29688260613931894,-1.0471084273847717,0
-0.020686492489876227,-1.394237080716584,-0.1814868332743619,1.0688790159343664,-0.03847772765849895,-0.7917535711729464,-0.2783919415154123,-0.501490363269398,-1.0060181084889308,-0.7226125371509846,1.0429202616853412,0.5258229098999839,-0.04326372898376287,-0.2014515483354322,0.357938319530333,-0.3406925719346234,-0.24585643587786413,-0.4234631963561778,-0.41059534533092296,-0.42346319635617774,-1.394237080716584,-0.3340877420836038,-0.5804294924639212,0.27857453478753236,-0.5511632832454589,-0.11020775375559673,-0.3831305140884606,0.48950005186434903,0.48950005186434903,-0.9895824434826918,1.6359922335498094,-0.3164016608696928,-0.4315548868954232,-0.42008402520840293,2.1271722728667366,-0.46852128566581813,-0.4509650035383742,-0.5804294924639212,-0.6035366436416939,-0.5696519211398116,-0.5896684618314822,-0.5942894689765255,-0.5634918425793681,1.9937713956493237,-0.3202121678115207,-0.3533544857164374,-0.4968730149821545,-0.40848640555582827,1.0769527444706635,-0.7386440645505972,-0.4589703182414243,-0.6391014819458268,-0.33333333333333337,-0.5140257806380496,-0.29688260613931894,-1.0471084273847717,0
